text,all_keyphrases,best_keyphrase,bertscore,all_scores
"regarding my last comment, i meant, a further (not certain) term (at least obama has stayed on the straight and narrow, whereas hillary's issue recently with the e-mails and servers hardly speaks well for her judgment). as for ruth ginsburg: she is a judge, a very important one. she needs to stay out of parlous political debates yet she waded in with two feet. it's not right and she needs imo to make a statement withdrawing what she said.","[""Obama's conduct"", ""Hillary's email judgment"", ""Ruth Ginsburg's political debate"", ""Ginsburg's statement needed"", 'Inappropriate judge commentary']",Ginsburg's statement needed,0.8243236541748047,"[0.80240398645401, 0.8131109476089478, 0.8115601539611816, 0.8243236541748047, 0.8030779361724854]"
"regardless of what other commenters think about palestine and the palestinians- some of it blatantly racist e.g. that arabs are a violent people and therefore not worthy of u.s. support, some of it just historically ignorant- e.g. arafat turned down a peace deal and therefore palestinians are undeserving of a state forever after - the issue isn't palestine v. israel. the issue is whether the u.s. can be an impartial mediator in the dispute. and it cannot. the u.s., for better or for worse, wrongfully or rightfully, has a 'special relationship' with israel that will always, always, always come first. regardless of the current state of affairs, of who is on the 'wrong' or 'right' side of the latest iteration of the conflict, the u.s. is in israel's corner first and the peace process's second. we therefore can never be a true mediator in this issue.","['US bias towards Israel', 'Impartial mediation impossible', 'US-Israel special relationship', 'Palestine-Israel conflict', 'Racist and ignorant commentary']",Racist and ignorant commentary,0.8032397031784058,"[0.7994105219841003, 0.7873861193656921, 0.7972618937492371, 0.8013334274291992, 0.8032397031784058]"
"regulation is to a corporation what a conscience is to a living person. without a conscience, we would all be sociopaths. corporations do not have a conscience, thus they need regulation to make sure they are focused on benefiting society instead on merely benefiting themselves.","['regulation and corporate conscience', 'corporate social responsibility', 'lack of corporate conscience', 'need for corporate regulation', 'benefiting society vs. self-interest']",benefiting society vs. self-interest,0.8510316610336304,"[0.8384690284729004, 0.7967463135719299, 0.838944137096405, 0.846741259098053, 0.8510316610336304]"
"regulation of corporations has been subverted by corporations. states that incorporate corporations are not equipped to regulate corporations that are rich enough to influence elections, are rich enough to muster a legal team that can bankrupt the state. money from corporations and their principals cannot be permitted in the political process if democracy is to survive.","['Corporate subversion of regulation', 'State regulatory inadequacy', 'Corporate influence on elections', ""Corporations' legal power"", 'Money in politics threatens democracy']",Money in politics threatens democracy,0.859389066696167,"[0.850770890712738, 0.8297972083091736, 0.8429620265960693, 0.8172334432601929, 0.859389066696167]"
religious exemptions are pernicious. i have serious religious objection to paying taxes so that drones can be sent to kill in once to or the nsa can spy on all of or so that corporations can pollute the are and abuse their workers and still get billions from the government but i still have to pay my taxes. the only exemptions should be based on contraindications based on health. that's it.,"['religious exemptions pernicious', 'tax objections', 'drone killings', 'NSA spying', 'corporate pollution']",religious exemptions pernicious,0.8614532947540283,"[0.8614532947540283, 0.8154464364051819, 0.813366711139679, 0.8276488780975342, 0.8183028697967529]"
"removing the essay section from the sats sends a terrible message to high school students: writing is not that important. if it were, then we'd test for it and an essay would be required. as a communication consultant to fortune 500 companies, i see everyday executives who can express themselves in writing. i also see those who struggle to get coherent thoughts on a page. guess what? those who write well tend to be the more successful business leaders. the message the sats should send is to tell students that the ability to construct a coherent and supported paragraph or short essay is critical to business success. unless you want to be a tradesman, writing will probably have a place in your career. message to sat: bring the essay back! loraine antrim","['SAT essay removal', 'writing importance', 'business success', 'writing skills', 'coherent communication']",SAT essay removal,0.8142259120941162,"[0.8142259120941162, 0.8001595139503479, 0.7998436689376831, 0.7982763648033142, 0.8126505017280579]"
"rendering substandard, even dangerous medical care is not much of a recommendation. withholding pain meds because suffering is good for ya - that's not just imperfection, that's malpractice. her holiness is as much a product of good press as it is of actually doing all she could for the poor. she had money and sent some to the vatican. she had money but reused needles and gave care on the cheap. some saint.","['substandard medical care', 'withholding pain medication', 'good press', 'financial contributions to Vatican', 'reused needles']",substandard medical care,0.8514708280563354,"[0.8514708280563354, 0.8407329320907593, 0.8023098707199097, 0.8219686150550842, 0.829607367515564]"
"republican support home-schooling because: -a) religious freaks likely to be ultra conserrvative will increase their ranks -b) people who canno't even afford public school, will try to educate their kids themselves which will lead to a nation of analphabetes easily manipulated by fox, cnn and the like","['Republican support homeschooling', 'Religious conservative increase', 'Unaffordable public school', 'Home education', 'Easily manipulated citizens']",Republican support homeschooling,0.8672914505004883,"[0.8672914505004883, 0.8058116436004639, 0.8074821829795837, 0.8189159631729126, 0.8102548122406006]"
"republicans are getting dumber apparently. something like 40% of republicans who are so concerned about someone else getting assistance from the gov't, are themselves getting assistance from the us gov't. the famous tea party sign which said, ""get your gov't hands off of my medicare"", was not an isolated case of a confused person. i can not imagine an adult of my grandparent or parent's generation who lived during the 50's-60's when medicare began would make such a mistake. or perhaps these non-thinkers are just more visible now?","['Republicans getting dumber', 'Government assistance hypocrisy', 'Tea Party Medicare irony', 'Generational differences in thinking', 'Visible non-thinkers']",Republicans getting dumber,0.8411860466003418,"[0.8411860466003418, 0.8183879852294922, 0.8158414959907532, 0.7968394756317139, 0.8333207964897156]"
"reviewing recent press articles discussing corruption, bribes, and other nefarious activities to rig the political system, i am struck by how inexpensive our corrupt politicians actually are. apparently several political leaders were willing to sell their votes and offer their influence for a bribe in the amount of $7,500, other bribes were in the range of $10,000 - $20,000. don't these fellows have any self-respect? couldn't they at least hold out for a six figure sum? yes, corruption in politics is distasteful, and of course, illegal. but who will have any confidence in corrupt politicians who sell themselves so cheaply? please, people, shouldn't we value our politicians more highly, even the corrupt ones?","['Inexpensive corrupt politicians', 'Small bribes for political influence', '$7,500 - $20,000 bribes', 'Low cost of political corruption', 'Lack of self-respect in politicians']","$7,500 - $20,000 bribes",0.8415391445159912,"[0.8229968547821045, 0.8361165523529053, 0.8415391445159912, 0.8312208652496338, 0.8384445905685425]"
"richard bove told us in march 2008 that the financial crisis was over and that we all should run out an buy bank stocks. so, pardon me if i do not take what he has to say too seriously. he a circus clown that is trotted out from time to time when a reporter needs to find that one remaining individual that still will publicly support the likes of jp morgan and goldman. what would be much more revealing is to get an actual player to comment, someone like tim geithner, who publicly opposed the tbtf concept, but in behind the scenes devoted his entire tenure at treasury to preserving the tbtf banks. i understand he is now busy counting his loot at warburg, but perhaps between meals at nobu he could give us a few words.","['financial crisis prediction', 'bank stock recommendation', ""Bove's credibility questioned"", ""Geithner's conflicting roles"", 'TBTF banks preservation']",Geithner's conflicting roles,0.830578088760376,"[0.8114123344421387, 0.7714080810546875, 0.8264616131782532, 0.830578088760376, 0.7973394989967346]"
"ridiculous. myriad can have a patent on the techniques used to sequence a gene, a patent on the test used to detect the gene, but they cannot patent the gene itself. it's the equivalent of newton patenting f=ma - it's a fact of the natural world that mankind has discovered, not something new mankind has created.","['Gene patents', 'Patent absurdity', 'Natural world discovery', ""Newton's law analogy"", 'Myriad Genetics case']",Gene patents,0.8272712230682373,"[0.8272712230682373, 0.8148744106292725, 0.8157134652137756, 0.783432126045227, 0.7845305800437927]"
ridiculous. there is no sustained track record of success in economics. no modelling that has shown sustainable strength. no new ways of thinking about the creation and movement of wealth. economics is not 'the dismal science'. it's not science at all.,"['lack of sustained success', 'failed economic modeling', 'no new wealth thinking', 'economics not a science', 'dismal science inaccurate']",no new wealth thinking,0.8578817844390869,"[0.8518341183662415, 0.8443781137466431, 0.8578817844390869, 0.8386853337287903, 0.8366076350212097]"
"right on! the watchword for any business, restaurants included, should generally be ""the customer is always right."" this is especially true with regard to tastes, and appreciation of flavors. people do not all experience the same food the same way and for an egotistic chef to imagine he has the right to determine how much salt should be put on something is ridiculous. the chef doesn't know best for everyone. so keep the salt and pepper shakers. they are the ubiquitous best flavor enhancers around--the very reason they are ubiquitous in any good restaurant imho!","['customer is always right', 'customer tastes vary', 'chef ego is detrimental', 'salt and pepper shakers', 'flavor enhancers are key']",customer is always right,0.8388969898223877,"[0.8388969898223877, 0.813483715057373, 0.8198723793029785, 0.8324565291404724, 0.8228520154953003]"
"right, lets's support or enemies and desert our friends so that our enemies don't hate us, and maybe, if we show them we are willingt o desert isreal we will get hamas and hezbollah and al quaida ti think we are fair and reasonable and the world will be safer. brilliant theory,","['support enemies, desert friends', 'avoid enemy hate', 'appease Hamas, Hezbollah, al Qaeda', 'appear fair, reasonable', 'world safer']","appease Hamas, Hezbollah, al Qaeda",0.8336136341094971,"[0.8331154584884644, 0.8241500854492188, 0.8336136341094971, 0.8244752287864685, 0.8249953389167786]"
right. hsbc gets into the business of laundering money for mexican drug cartels. they know they are in that business from the start. over the course of a few years they make 8 billion dollars *profit* laundering money for mexican drug cartels. they admit guilt. they are fined 4 billion dollars. exactly what incentive do they have to stop? they *made* 4 billion in profits doing the crime and paying the fine. i'm sure they'd be more than happy to sell-regulate. they'd make twice as much money!,"['HSBC laundered drug cartel money', '$8 billion profit from money laundering', '$4 billion fine imposed on HSBC', 'HSBC admitted guilt', 'Incentive to continue money laundering']",$8 billion profit from money laundering,0.8468990325927734,"[0.843601644039154, 0.8468990325927734, 0.8306461572647095, 0.8276789784431458, 0.8293318152427673]"
"rizzo gives us vague generalities about the usefulness of the cia. let's turn that around and ask for some demonstrable lists of vital support they have provides over the last two decades. oh yes, and as a lawyer, rizzo should be sure to separate the list into legal and illegal support. in other words, let's start from the premise that the cia has been an irresponsible rogue organization and have them prove otherwise. i know, never going to happen. our leaders have no will for accountability -- it may be a competition between president obama and congress as to which branch of government is less interested!","['CIA usefulness', 'Demonstrable CIA support', 'Legal CIA support', 'Illegal CIA support', 'CIA accountability']",CIA accountability,0.8283569812774658,"[0.8222327828407288, 0.8169938325881958, 0.8200319409370422, 0.8209739327430725, 0.8283569812774658]"
robot pilots and drivers are here to stay. we need to protect ourselves from these devices - not develop them to be used against us some day... i'm sure we'll see a story soon about a driver-less car or pilot-less plane used to harm innocents in the homeland that created these high-tech marvels.,"['robot pilots and drivers', 'autonomous vehicles', 'harmful technology', 'AI safety concerns', 'future threats']",robot pilots and drivers,0.8532795310020447,"[0.8532795310020447, 0.8220599889755249, 0.8176820278167725, 0.8129660487174988, 0.812126100063324]"
"roger clegg claims victim blaming at its worst. the punishment for a crime has ended, but the lost of privilege that connects people in a democracy--voting--is denied by a self-righteous presumption that a person is worthless beyond the crime. his logic obliterates both law and justice. it fails to account for bias while reinforcing bias. it is the circular firing squad of the right wing, wrapped in the outrageous exaggeration of the broken logic of the right wing's appeals. it judges--without justice.","['victim blaming', 'lost privileges', 'denying voting rights', 'reinforcing bias', 'broken logic']",broken logic,0.8214942812919617,"[0.8180809617042542, 0.8102149963378906, 0.8178985118865967, 0.8184038996696472, 0.8214942812919617]"
"sad to see the power of employers used to take advantage of relatively powerless young people to rob them of wages for their work . . . yes, these young people may enter into the situation voluntarily and yes they can learn much there but they are still having their wages stolen from them.","['Employer exploitation', 'Wage theft', 'Power imbalance', 'Young workers', 'Voluntary servitude']",Young workers,0.8326079845428467,"[0.8003475666046143, 0.8299795985221863, 0.8195145130157471, 0.8326079845428467, 0.8267664313316345]"
"sadly, at some point this is about a different sent of rules for muslims. burn an american flag, ok, rip up a photo of the pope, ok, this is america. but deface a koran and you are called out as an intolerant bigot. this is wrong on the face of it. and at the root is islam's own intolerance. strongly criticize their religion and they want to not just protest, but kill you. we need to stand up to this bullying. to the specific issue in this case, yes, fire the worker, if you also fire a worker who burns an america flag during an anti-war rally. of course we know this wouldn't happen.","['Different rules for Muslims', 'Intolerance towards Islam', 'Defacing Koran: bigotry', 'Burning flag: acceptable', ""Islam's intolerance""]",Different rules for Muslims,0.8393431901931763,"[0.8393431901931763, 0.811862051486969, 0.8005706667900085, 0.8052850365638733, 0.8181594014167786]"
"safeguarding the public's health is primarily the responsibility of the public - a small but important point. i say good for walmart. of course it's a pr move, but it's a good one. michelle obama being at their announcement was a pr move, heck, the state of the union is a pr move. if you are looking for different motives from business or government you are dreaming.","['public health responsibility', 'Walmart PR move', 'Michelle Obama PR', 'State of the Union PR', 'business/government motives']",public health responsibility,0.8241519331932068,"[0.8241519331932068, 0.8154154419898987, 0.8103888034820557, 0.7994635105133057, 0.8150487542152405]"
"scalia used to hold forth in a most partisan manner. is this somehow different? in a perfect world, scotus justices would never say a word in public about politics. but they do. and we allow it. so get over it.","[""Scalia's partisan pronouncements"", ""Justices' public political statements"", 'Ideal of silent justices', 'Current allowance of public speech', ""Acceptance of justices' political views""]",Justices' public political statements,0.8383187055587769,"[0.8361430764198303, 0.8383187055587769, 0.8326457738876343, 0.8363164663314819, 0.8298590183258057]"
"school sports teams should consist of kids who attend that school, not those who are home schooled or who attend private schools. home schooling is a choice and choices have consequences. there are kids sports leagues not affiliated with any school (at least here in california) and those are the leagues home schooled kids should be playing for.","['School sports teams', 'Home schooling consequences', 'Kids sports leagues', 'Home schooled kids', 'School affiliation']",School sports teams,0.8547526597976685,"[0.8547526597976685, 0.8379359245300293, 0.8498013615608215, 0.8466980457305908, 0.80855393409729]"
"schools should be required to report data on class size, nature of classes, graduation rates and post-graduation on employment, employment related to field of study, income and the like. based on that, students should make their own choices. schools should be sanctioned for misrepresenting the data, but should not be ranked as such.","['Class size data reporting', 'Graduation rate reporting', 'Post-graduation employment data', 'Field-related employment data', 'Data misrepresentation sanctions']",Field-related employment data,0.8426483869552612,"[0.8276212811470032, 0.8135951161384583, 0.8393646478652954, 0.8426483869552612, 0.8251343965530396]"
"secrecy avoids accountability, and allows anonymous violation of the law, which goes unpunished. the wholesale violation of human rights, rendition (kidnapping by any other name), torture and killing of persons, guilty or innocent, and subversion of other countries governments, from iran and guatemala in the beginning to afghanistan today, shows the cia and america to be just another colonizing power taking what it wants for itself and its businesses. it should be dumped, and its functions returned to the state department and military [where lawyers still honor their oath to protect the constitution. us army 1969-1971/california jd","['CIA accountability', 'Human rights violations', 'Rendition and torture', 'Subversion of governments', 'Colonizing power']",CIA accountability,0.8270281553268433,"[0.8270281553268433, 0.8244851231575012, 0.8016299605369568, 0.8235235810279846, 0.7955448627471924]"
seems it would be good for the children of folks who have rejected being a part of society to be exposed to the children of normal people no matter how it happens. being brought up in the paranoid bunker without exposure to the outside world can lead to a warped world view. there were things i did not like about our public schools but the kids will have to swim in the big pond sooner or later. better they learn to do it sooner.,"['Socialization for children', 'Exposure to normalcy', 'Avoiding warped worldview', 'Public school benefits', 'Early social adaptation']",Avoiding warped worldview,0.8303250670433044,"[0.8172084093093872, 0.8073541522026062, 0.8303250670433044, 0.8284313678741455, 0.820192277431488]"
"seems like much of what comes out of silicon valley these days are schemes that make founders rich quickly by cherry picking easy to serve customers. uber is a perfect example - they can decline to serve certain customers and let the taxi industry act as their backup. and so on. the focus on green energy 10 years ago, something critical to the future, simply didn't generate big piles of money quickly enough to be a long term play.","['Silicon Valley schemes', 'Founder enrichment', 'Easy-to-serve customers', 'Uber business model', 'Short-term profit focus']",Easy-to-serve customers,0.8423956632614136,"[0.8273241519927979, 0.7907379269599915, 0.8423956632614136, 0.805946946144104, 0.8395946025848389]"
seems reasonable but with a reduction in fee through a means test. and how about a ccc for appropriate deferred maintenance projects. and then how about a bigger budget from the increased tax revenues we will have from anticipated amendments to the code.,"['Fee reduction through means test', 'CCC for deferred maintenance', 'Bigger budget from increased tax revenues', 'Tax code amendments', 'Increased tax revenues']",Bigger budget from increased tax revenues,0.8758472204208374,"[0.8589710593223572, 0.855254590511322, 0.8758472204208374, 0.8490077257156372, 0.8634718656539917]"
"seems to me that if we can give them a card, we can deport them. once someone admits that they entered the country illegally, they are inviting deportation. why would anyone take up the city on that offer? they might as well hang a sign on their back, ""please, deport me. i have documented my illegal residency to make it easier for you to locate me.""","['Deport illegal immigrants', 'Admitting illegal entry', 'Inviting deportation', 'Documented illegal residency', 'Self-deportation offer']",Admitting illegal entry,0.8332409858703613,"[0.8319185972213745, 0.8332409858703613, 0.8116378784179688, 0.8220095634460449, 0.8283693790435791]"
self-control & delayed satisfaction are habits worth learning at a young age. these habits may help one to resist impulse & convenience buying of fast food & snacks. the food-industrial complex will always be with us but we can learn healthy habits to defend against their marketing.,"['self-control habits', 'delayed satisfaction', 'resist impulse buying', 'healthy eating habits', 'defend against marketing']",self-control habits,0.8796271085739136,"[0.8796271085739136, 0.8504347205162048, 0.8508819341659546, 0.8397521376609802, 0.8524761199951172]"
"separating internships as a special class of poorly paid work seems almost pointless. if macdonald's can't employ a cashier who's willing to work for less than minimum wage (or for free), why can abc do it for an intern? the only reason for an exception would be if the intern is there for true training purposes and not for the employer's immediate benefit. clearly, most interns are there to supply grunt labor, whether or not they actually get a chance to show their stuff. also, the kind of large corporations who hire rafts of interns can certainly afford to pay them minimum wage to escape all legal scrutiny. these firms could still take comfort in knowing that minimum wage isn't nearly enough to live on.","['poorly paid internships', 'minimum wage for interns', 'interns as grunt labor', 'corporate intern exploitation', 'legal scrutiny of internships']",legal scrutiny of internships,0.8444801568984985,"[0.839282214641571, 0.834475576877594, 0.8337818384170532, 0.8174586892127991, 0.8444801568984985]"
"seriously is she prepared to go against the donald? he has already announced she may have a mental problem. i dont think she should continue as justice if trump gets in comments like hers would likely interfere with her ability to judge fairly, but this is just another desperate move of the dems to try to steal the office from trump.","['Justice against Trump', ""Trump's mental health comments"", 'Impartial judgment concerns', 'Democratic political strategy', ""Justice's continued service""]",Justice against Trump,0.842653214931488,"[0.842653214931488, 0.8284474015235901, 0.8042064905166626, 0.8130438327789307, 0.8012219667434692]"
service employees deal with a very wide variety of good and bad customers that impart pleasant to stressful experiences. on my part even when the service is less than stellar i tip generously regardless. serving the general public is a very hard job and deserves consideration especially if one can afford the extra.,"['service employee experiences', 'good and bad customers', 'stressful work environment', 'generous tipping', 'hard job deserves consideration']",hard job deserves consideration,0.844421923160553,"[0.8380769491195679, 0.8276299238204956, 0.8150922060012817, 0.821881890296936, 0.844421923160553]"
"several people have commented on americans being unwilling to pick crops, in part because of low wages and benefits. why should taxpayers be paying people up to 99 weeks of unemployment benefit so they can sit on their backsides? what happened to the idea that beggers can't be choosers?","['Unwilling to pick crops', 'Low wages and benefits', 'Unemployment benefits', 'Taxpayer burden', ""Beggars can't be choosers""]",Beggars can't be choosers,0.849779486656189,"[0.8418982625007629, 0.8369885087013245, 0.821383535861969, 0.8034083843231201, 0.849779486656189]"
"several years ago when i was working with a christian ngo in a largely muslim area of northern kenya i asked a female colleague why she covered her head completely in the same way as muslim women. she was surprised at my question and responded that it was a sign that she was a mature married woman. this gave me a new perspective on a symbol i had always seen as a sign of strict adherence to islam. i later watched an interview with a young woman barber in indonesia, where most muslims are highly tolerant of other faiths (five are officially recognized by the government) and virtually all muslim women wear the local style of hijab. when she was asked how she reconciled her profession with muslim restrictions on contact with men, she replied in a matter of fact way that if she followed this rule she wouldn't be able to work and support her small daughter, and that wouldn't be good for anyone. one can only hope for a world where common sense prevails over the cultural loadings attached to these symbolic acts.","['Head covering: mature married woman', 'Hijab: sign of maturity', 'Muslim women: workplace adaptation', 'Religious symbols: cultural interpretations', 'Common sense: overcoming cultural biases']",Head covering: mature married woman,0.8222907781600952,"[0.8222907781600952, 0.8218663930892944, 0.8053752779960632, 0.8135433197021484, 0.8130408525466919]"
"shame on you. it's so easy to second-guess other people's good work when you're sitting on your... laurels. i grew up in kolkata in the 80s. mother teresa and her missionaries were active, and made a real difference in the slums in the central and northern parts of the city. more importantly, she drew attention to the plight of the homeless and dying in the city. i get that this makes some bengali intellectuals, such as aroup chatterjee, uncomfortable. so what? so her priorities didn't agree with yours. since when did your priorities become the yardstick for sainthood?","['Second-guessing good work', 'Kolkata 1980s', ""Mother Teresa's work"", 'Plight of the homeless', 'Challenging priorities']",Second-guessing good work,0.8404762744903564,"[0.8404762744903564, 0.829709529876709, 0.8111914396286011, 0.8321946263313293, 0.7868789434432983]"
"shawn taylor is the only one of these writers who addresses the real issue. the rest of these wimpy musings are proof of how far we've gotten away from understanding what guys can and should be doing in relationships, families, and the world at large. some people have clearly given up on trying to figure it out, while others have some cartoonish notion of what a real man should be. wfd.","['Shawn Taylor addresses real issue', 'Wimpy musings', ""Understanding men's roles"", 'Giving up on figuring it out', 'Cartoonish notion of real man']",Giving up on figuring it out,0.8580745458602905,"[0.8553344011306763, 0.8327977657318115, 0.82057785987854, 0.8580745458602905, 0.8465330600738525]"
"she did not even give the dying asprin, while converting them to catholicism without their knowledge. she was willing to enhance the image of dictators and torturers in exchange for contributions to her order. none of that money was spent on mitigating the suffering of those who came to her. i cannot fathom how anybody could consider her to be saintly. surely even a cynical church could find somebody more worthy of sainthood. this canonization tells me that the church has learned nothing from its time mired in scandal, and is still willing to try smoke and mirrors.","['denied dying aspirin', 'converted without knowledge', ""enhanced dictators' image"", 'money not spent on suffering', 'church learned nothing']",money not spent on suffering,0.8312041759490967,"[0.8114843964576721, 0.8054922223091125, 0.8164705634117126, 0.8312041759490967, 0.8298958539962769]"
"she does not deserve the honor. she terrorized people into her religion if they were dying. it's the last gasps of primitivism and anti abortion extremists to build a wall of their heroes to keep out real charity, helping people escape poverty....sometimes requiring education and sometimes requiring terminating a pregnancy.","['undeserved honor', 'terrorized people', 'anti-abortion extremists', 'wall of heroes', 'escape poverty']",anti-abortion extremists,0.85617995262146,"[0.8157442212104797, 0.8074150681495667, 0.85617995262146, 0.8124505877494812, 0.8310967683792114]"
"she has a right to say what she thinks i suppose, but i was disappointed that she would state a desire to flee the country in the face of a trump presidency. that doesn't show much resolve, toughness, love of country etc., god forbid he wins but we would all need to be strong lest the country devolve into what we have always feared it could whenever we hear the hate spewed by some of our fellow citizens.","['right to free speech', 'disappointment over fleeing', 'lack of resolve', 'fear of Trump presidency', ""country's potential devolution""]",fear of Trump presidency,0.8314650654792786,"[0.7967199087142944, 0.81828373670578, 0.8242562413215637, 0.8314650654792786, 0.8103542327880859]"
"she was a criminal as far as i've ever seen and read. too bad christopher hitchens weren't alive to give us the facts, not his theories about her. but for an institution that gives half hearted apologies, excuses, and outright lies, not to mention legal maneuverings to avoid criminal action, for years involving the sexual abuse of children, then shuffles its biggest criminal bernard law to a cushy job in rome to avoid prosecution. oh well. if jesus would behave this way then i guess i know nothing of his life. for catholics who gleefully go along with this stuff, let's not judge too harshly the extremist muslims. the catholics in america practice a craziness that isn't far behind.","['Criminal behavior', ""Christopher Hitchens' absence"", 'Institutional cover-up', 'Sexual abuse of children', 'Catholic hypocrisy']",Institutional cover-up,0.8205670714378357,"[0.7938346266746521, 0.7938224077224731, 0.8205670714378357, 0.8172204494476318, 0.8022828102111816]"
"should europe shun muslim refugees? yes, but not only because of what happened in paris! as much as these refugees are in a really bad situation - people seem to forget that there is already a huge problem in europe with muslim immigrants. for different reasons, these immigrants have not integrated into society, refuse to obey local laws and as a group are very hateful and intolerant towards others. you can either call me a racist or a realist - the facts are very hard to ignore. anyone who thinks that these refugees will be different from those muslims already in europe is dreaming - allowing all these immigrants in will only worsen the existing situation in europe. it is fine to want to help the refugees - how about the arab countries in the region? i haven't actually seen any arab countries offering help - or is that heresy?","['Muslim refugees in Europe', 'Integration problems of Muslim immigrants', 'Intolerance among Muslim immigrants', 'Refugee impact on Europe', ""Arab countries' lack of help""]",Integration problems of Muslim immigrants,0.8304523229598999,"[0.8264659643173218, 0.8304523229598999, 0.821746289730072, 0.8079190850257874, 0.8262854218482971]"
should be legal. sex work - oldest profession - is not going away. reduces aids and stds when controlled. half the celebrities are sex workers of sorts selling their bodies so why not the ones who actually have sex be allowed. not everyone wants to do that. it has a strange effect on the psyche of women. an act made for bonding and love done with people you dont like - messes with the mind.,"['Legalize sex work', 'Sex work is prevalent', 'Reduces STDs with regulation', 'Celebrities engage in similar acts', 'Negative psychological effects']",Legalize sex work,0.8426871299743652,"[0.8426871299743652, 0.8290124535560608, 0.8243512511253357, 0.8359854221343994, 0.8177584409713745]"
"should parents be given a shopping list or a line item veto for everything their tax dollars are involved in? seriously? procedures & materials for road repair? medical practices in surgery? proper chemicals used to treat the town water? we could all have opinions on these but are they professional or informed? parents do not have a six-year degree and teaching license to qualify for text/curriculum/lesson plan design - just as they have no geology degree for road projects, or med degree for surgical procedures, or chemical engineering degree for civic operations. if individuals are so fearful and filled with anxiety & distrust of modern society, isnt that a private matter for the family and perhaps a mental health professional to deal with vs. these private fears being foisted on the general public who want modern medecine, scholarly education, and sound civic operations to be able to do their best for us. this attitude of ""some of my tax money is involved so i wish to inject my own set of facts and opinions with a red face and a loud voice like i've seen on fox news"" is getting out of hand.","['Parental veto on tax spending', 'Professional expertise vs. parental opinion', 'Lack of relevant qualifications', 'Public vs. private anxieties', 'Fear and distrust of modern society']",Fear and distrust of modern society,0.8270671367645264,"[0.7932849526405334, 0.8232354521751404, 0.7904540300369263, 0.8245566487312317, 0.8270671367645264]"
"shut down the cia & be prepared to tolerate more terrorism on us soil. without humint, the u.s. would be seriously handicapped in deterring & stopping terrorism and even a surprise nuclear attack. the cia collects not only intel related to terrorism, they collect military order of battle intelligence. eliminating the agency would lose ground level humint from our defense effort.","['CIA shutdown', 'Increased terrorism risk', 'Reduced terrorism deterrence', 'Loss of military intelligence', 'Weakened national defense']",Loss of military intelligence,0.8359529376029968,"[0.8073671460151672, 0.8292717337608337, 0.8328855633735657, 0.8359529376029968, 0.8255072236061096]"
"simple !. we live in democracy and capitalism. under the this two norms, we have to maintain the free competition. the other hand, financial institutions have became the indispensable organ of the nation and common economy. administration obligate to manage this financial system work to both whole nation's economy and citizen's good. ultimately nature will demand financial system should be under the direct control of administration. but can you accept that concept? no, so, financial institutions should be return the position that first of all institution had began the first. first, separate again investment bank and place under the strict jurisdiction and supervision.","['democracy and capitalism', 'free competition', 'financial institutions', 'national economy', 'strict supervision']",strict supervision,0.8231626749038696,"[0.8224615454673767, 0.8167324662208557, 0.8167658448219299, 0.8151420950889587, 0.8231626749038696]"
"since syria is a client of iran, iran is the mentor in the relationship, much like russia mentors iran. iran most serious copncern is the united states and israel desire to stop its nuclear development programs. syria with its religious war is a diversion, especially if president obama can be duped to believe that he is saving the world from syrian atrocities, while what he does is take his eyes of the ball, the ball of iranian nuclears. no, iran cannot help the united states in syria, its goal is to complete its nuclear program without hassle from the united states, and particularly from israel","['Iran-Syria relationship', ""Iran's nuclear program"", 'US-Israel concern over Iran', 'Syria as diversion', ""Iran's nuclear goal""]",Iran's nuclear goal,0.8228410482406616,"[0.8006285429000854, 0.8217090368270874, 0.8106317520141602, 0.8097565770149231, 0.8228410482406616]"
"since many teachers don't actually teach, are left by the administration to run a classroom any way they want to, since it is extremely rare for any public school to have a code of conduct for teachers, for instance that they grade homework in a timely manner and provide prompt feedback, parents must too often fill in and do the individualized teaching that their kids need, and are not getting at the school.","['Teacher autonomy', 'Lack of teacher conduct codes', 'Delayed homework grading', 'Insufficient student feedback', 'Parents compensate for school failings']",Lack of teacher conduct codes,0.8393087983131409,"[0.8042958974838257, 0.8393087983131409, 0.8258697390556335, 0.8178514838218689, 0.8391019701957703]"
"since my son is autistic, my husband and i have had to put aside the typical parenting hopes of a child becoming a nobel laureate, president of the united states, or oscar winner. and yet, we are the better for it - each child has their own different level of achievement. i couldn't push him to achieve even if i wanted to, and i am glad that i have learned the folly of that desire so early.","['autistic son', 'parenting hopes', 'different achievement levels', ""couldn't push him"", 'folly of that desire']",couldn't push him,0.8359777927398682,"[0.824237585067749, 0.8185765147209167, 0.8162315487861633, 0.8359777927398682, 0.8133376240730286]"
"since the creation of the dept. of education, billions of dollars have been spent to improve public education. spending per student continues to increase while student performance has been flat, or by some measures, has decreased. with this record, can anyone justify universal pre-school? brick and mortar schools are becoming dinosaurs. charter schools, home-schooling and approaches are being chosen by many families who see public schools as inadequate, and public school teachers as captives of the politics of the teacher's unions. with this trend, can anyone justify expanding public educaiton to include 4 and 5 year olds?","['Increased education spending, flat student performance', 'Inadequate public schools', 'Rise of alternatives to public schools', 'Teacher union politics', 'Justification for universal pre-school']","Increased education spending, flat student performance",0.8519527912139893,"[0.8519527912139893, 0.8276079297065735, 0.8384164571762085, 0.820205569267273, 0.8463771939277649]"
