text,all_keyphrases,best_keyphrase,bertscore,all_scores
"i disagree, the answer is no. investors are gamblers. everyone loves the winning gambler but nobody loves the habitual gambler that is on a losing streak. and contrary to common belief, making more money gambling does not equate to making more jobs available in any country with the only exceptions being those places that do not insure safe working conditions nor living wages to their employees. when a huge bank falters it immediately shakes the economy world wide as all the investors world wide begin to lose their gambling balls. when a huge bank falls every bank is affected and more banks will begin to fail as a result. the end is finally a repressed economy that the diminishing middle and lower classes must rescue in order to prevent a depression. and i am not even going to mention the power that large banks have over the election of politicians who have sold their souls to big business that ships jobs overseas or produces items that cause injury to entire societies or the environmentally questionable activities that abound simply to make a fast buck.","['Investors are gamblers', 'Losing streaks hurt everyone', ""Gambling doesn't create jobs"", 'Bank failures destabilize economies', 'Big banks influence politics']",Investors are gamblers,0.8463006615638733,"[0.8463006615638733, 0.8190517425537109, 0.8361634612083435, 0.8185377717018127, 0.8251120448112488]"
"i disagree. for some of us, such as runners who go out in the sweltering heat for a long distance run in the desert, replenishing the salt and electrolytes lost during the run is a matter of health and recovery, not merely a flavoring option. i can understand that sedentary people and some chefs might blanch when the see me salting my food at a restaurant. but i'd like them to realize that i am doing so almost as a medicinal application and would prefer they reserve judgment until they've run a dozen miles in my shoes.","['Electrolyte replenishment', 'Desert running', 'Salt loss', 'Health and recovery', 'Medicinal salt use']",Desert running,0.8160058856010437,"[0.7983624339103699, 0.8160058856010437, 0.7982592582702637, 0.8082922101020813, 0.798798680305481]"
"i do not necessarily believe that the present school model of public, charter, parrochial, private schools, etc. is the only way to educate our children. however the idea that because one does not use a public service one does not have to pay for it is absurd. if you follow this logic, then every taxpayer can choose how much taxes to pay based on what services he (or she) uses. personally i don't think all these wars are benefitting me in any way, so i then will deduct the percentage of tax that funds the wars. i use only certain roads so i will deduct my portion that goes to fix the roads i never travel. this is ridiculous!","['School education models', 'Taxpayer responsibility', 'Public service funding', 'Selective tax payment', 'Absurd tax logic']",School education models,0.825255811214447,"[0.825255811214447, 0.7998100519180298, 0.8053784370422363, 0.7945857644081116, 0.8184072971343994]"
i do not understand why he was fired. he just burned a book and expressed his frustration with a belief that he finds abhorrant. what is immoral about that? it is important that people have freedom to believe as they wish as long as they do not hurt others. but it is also our right be able to criticize and express frustation with a belief that we may feel is an anathema to our values.,"['book burning', 'expression of frustration', 'freedom of belief', 'criticism of belief', 'immorality questioned']",freedom of belief,0.8172805905342102,"[0.8066848516464233, 0.8145601749420166, 0.8172805905342102, 0.8054410815238953, 0.7830452919006348]"
"i don't believe computers will ever replace humans. because of the mere facts that computers are programmed by humans. for example, surgical robots are set up to perform complicated surgical cases, but yet; surgeons are the one controlling their moves during surgery. i welcome the artificial help from technology, but they need humans as much as we need them.","[""Computers won't replace humans"", 'Humans program computers', 'Surgical robots need surgeons', 'Technology needs humans', 'Humans need technology']",Computers won't replace humans,0.8606880903244019,"[0.8606880903244019, 0.8342912793159485, 0.8531690835952759, 0.8425396084785461, 0.8469332456588745]"
"i don't comprehend the anger and vitriol. it comes across as a very conservative sense of entitlement. a restaurant is paying for food, drinks, service, ambience, seating, location, and a million other things. some of these items are separately charged for, such as the food and drinks one orders, while others are recouped by unallocated charges on your bill. part of that steak or wine you bought is actually going to dishwashing, real estate taxes, and new linens. why should we get upset that some people are being specially charged for what they receive? it seems as silly to me as being angry that somebody who ordered lobster and whiskey pays more than somebody who got a sandwich and water. should all diners be charged the same flat fee, regardless of their food consumption? if not, then i don't see why diners should be charged the same flat fee, regardless of their demand for prime reservations.","['Conservative sense of entitlement', 'Restaurant cost allocation', 'Separate charges for services', 'Variable pricing for dining', 'Prime reservation demand']",Conservative sense of entitlement,0.8378342390060425,"[0.8378342390060425, 0.7988024353981018, 0.8216289281845093, 0.8098159432411194, 0.8131247162818909]"
"i don't give a single spit about the rrhof, but i did find it very funny that, in the first year the replacements were on the ballot, they don't even get a mention, and kiss gets in! i think the replacements would like that.","['RRHOF induction', 'Replacements snubbed', 'Kiss inducted', ""Replacements' reaction"", 'Funny irony']",Replacements snubbed,0.826305091381073,"[0.7920682430267334, 0.826305091381073, 0.8192680478096008, 0.8200135827064514, 0.8166794180870056]"
"i don't have a problem with a scotus justice opining on trump or anything that isn't before the court. what does bother me is that justice ginsburg sounded like someone who has made up her mind to retire. if so, she should have done so before the gop senate slammed the door on consideration of any nominees. if trump should somehow win, she might as well be in new zealand.","['SCOTUS Justice opinion', 'Justice Ginsburg retirement', 'GOP Senate nominees', ""Trump's potential win"", ""Ginsburg's timing""]",GOP Senate nominees,0.825291633605957,"[0.8016627430915833, 0.8144006729125977, 0.825291633605957, 0.8116661310195923, 0.8126752972602844]"
"i don't know how kristen feemster can sleep at night. no amount of money is worth inflicting that damage by force. they always want to focus on the one person in an iron lung from 1947. how about you focus the attention on the 154 people paralyzed by the polio vaccine in the last 35 years, while nobody unvaccinated got polio? the scientists are anti-science, and they believe in nazi medical experiments.","[""Kristen Feemster's actions"", 'vaccine-related paralysis', 'polio vaccine damage', 'unvaccinated polio cases', 'anti-science scientists']",unvaccinated polio cases,0.8353090286254883,"[0.8203756809234619, 0.8301142454147339, 0.8306070566177368, 0.8353090286254883, 0.8277661204338074]"
"i don't know what's better - the urgings of a clinton-supporting academic or the braying of the clinton-supporting democrats in here. who cares what's right or appropriate - as long as your candidate gets elected! what rbg did was both unseemly and unprofessional. in making her awful statement, she crossed a bright red line for members of the supreme court. whether you agree with her democrat/liberal point of view or not, she crossed that line and became another bleating voice in the democrat flock. for shame, ruth. you should be better than that!","['Clinton-supporting academics', 'Clinton-supporting Democrats', ""RBG's unprofessional statement"", 'Supreme Court red line', 'Democrat flock']",Clinton-supporting academics,0.8287272453308105,"[0.8287272453308105, 0.8279870748519897, 0.8168308138847351, 0.8048057556152344, 0.7988826036453247]"
"i don't think anybody should be voting while incarcerated. the point of a criminal sentence is to deny criminals, for a period, the rights and freedoms of a citizen. but once someone is released from prison, surely they should have a chance to reintegrate. haven't they paid their debt? to say to someone who stole a car at 17 that they can never again be a full citizen is completely unjust.","['Voting while incarcerated', 'Criminal sentence limitations', 'Reintegration after prison', 'Paid debt to society', 'Restoration of full citizenship']",Voting while incarcerated,0.8452703356742859,"[0.8452703356742859, 0.8167122602462769, 0.8422499895095825, 0.8144264221191406, 0.8233648538589478]"
"i don't think she or her children should given up her swiss citizenship. god forbid, if there comes a time where her or her families health goes south, she would at least have an alternative, than to be at the mercy of the american health insurance system that will turn her away, if her claim hurts their bottom line. while she may have campaigned against obama/romney care and helped watered it down, that its no where close to what it could have been, i would really relish her hypocrisy to be thrown into the face of those idiot supporters who rallied to her side against this administrations health care reform. while her family can take advantage of another countries socialist system, her supporters are stuck with crippling debt or the prospect of being denied life by the insurance companies.","['Swiss citizenship alternative', 'American health insurance system', 'Obama/Romney care', 'Health care reform hypocrisy', 'Crippling debt/denied life']",Health care reform hypocrisy,0.8368192315101624,"[0.8210400938987732, 0.8345073461532593, 0.8133503794670105, 0.8368192315101624, 0.8085906505584717]"
"i don't think the broken windows theory itself is bad, i think there is a lot of validity to it.having lived in marginal areas, things like graffiti, kids hanging out where they shouldn't, attractive nuisances, make a big difference in how a neighborhood functions. that said, what is old is new. ask any long time new yorker, and they will tell you about the beat cop, who knew what was going on, and knew who were the troublemakers, and knew how to deal with them appropriately. while it is a different era now, someone with a quality of life crime (like selling illegal cigarettes) can be dealt with by basically telling them to get lost and not show his face on 'his' street again. there are ways of using the force and power of the law without arresting people. if the person doesn't get the hint, or otherwise acts out, you always have the arrest as a backup, but most low level people will avoid the confrontation.","['Broken windows theory', 'Marginal area impact', 'Quality of life crimes', 'Beat cop approach', 'Avoidance of arrest']",Broken windows theory,0.8235566020011902,"[0.8235566020011902, 0.8076876401901245, 0.8119601607322693, 0.8076651692390442, 0.7805860042572021]"
"i don't think we are covering any new ground here, the republican's plan to balance the budget is likely to consist of a lot of flag waving, wrapping themselves in the constitution and perhaps a new pledge and little else. it could be worse, they may want to do something really dumb like cut taxes even more or try to start another war. first of all they don't have the votes and under 8 years of bush the problems just got worse.","['Republican budget plan', 'Flag waving, constitution', 'New pledge, little else', 'Cut taxes further', 'Start another war']","New pledge, little else",0.8378762602806091,"[0.829683780670166, 0.8208972215652466, 0.8378762602806091, 0.8207815885543823, 0.8322327733039856]"
"i don't think we need an amendment. what we need are policies to make it as easy as possible to vote. no more nonsense such as moving polling places off college campuses. limiting voting hours to narrow windows of time, decreasing the number of polling places so people must wait hours to vote, and any other shifty tactics i'm missing in this list. these are the tactics that make me increasingly uneasy about the integrity of elections in the u.s.","['voting policies', 'easy voter access', 'polling place access', 'voting hour limitations', 'election integrity']",easy voter access,0.8313531279563904,"[0.8128972053527832, 0.8313531279563904, 0.801400363445282, 0.8093317747116089, 0.8254215717315674]"
"i don't understand why a free women should curtail herself and wear an inconvenient headscarf out of solidarity. this reminds me of the iranian 'revolution', where women did exactly that as a sign of solidarity for their headscarf wearing and mostly lesser educated combatants. we all know how this did backfire after the 'revolution' in 1979: there was no going back to not wearing scarfs.","[""women's headscarves"", 'Iranian revolution', 'forced solidarity', 'backfired restrictions', 'loss of freedom']",women's headscarves,0.840968132019043,"[0.840968132019043, 0.8289885520935059, 0.8228347897529602, 0.7934051752090454, 0.8123489022254944]"
"i echo the sentiments of others in this thread. as a childless person, it infuriates me to read these arguments. the thought of families getting a $5,000 tax credit -- a payment of $5,000 -- because they don't take advantage of taxpayer-funded schools is outrageous. i pay thousands of dollars a month in taxes for schools that i will never directly take advantage of. shouldn't i get a tax credit? this philosophy of not paying for public services you don't directly use is poisonous. if you have a huge yard with playground equipment, should you get a tax credit for not using public parks? if you buy books instead of checking them out the library, should you get a tax credit? if you don't have a car and don't use highways, should you get a tax credit? aside from that, this author's notion that ignoring the constitution is what got us $14 trillion into debt is ludicrous. a decade of irresponsible tax cuts, two multi-trillion dollar wars and the worst recession of our lifetime has much more to do with it.","['$5000 family tax credit', 'Taxpayer funded schools', 'Public service funding', 'Irresponsible tax cuts', 'Constitutional ignorance']",Irresponsible tax cuts,0.8224454522132874,"[0.8150420188903809, 0.8177571296691895, 0.797025740146637, 0.8224454522132874, 0.7935230135917664]"
"i encounter deaf people from time to time in my work. i mistakenly believed that in this day of texting and email, that communicating with them would not be a problem. what i didn't realize is that when asl is your first language, english is a foreign language. as such, the deaf people i have encountered were not well able to communicate in writing. i'm not saying they couldn't write a 10 page memo; they couldn't answer simple questions in an email. it is inexcusable that non-hearing children are denied sufficient education to be competent in english. in my admittedly limited experience, kids who grow up with cochlear implants and cued speech are more capable of communicating in english. for that alone it is worth it. asl was quite an advancement at its inception, but it is fast outliving its usefulness and becoming a burden rather than the liberator it was intended to be.","['Deaf communication challenges', 'ASL limitations', 'English proficiency in deaf individuals', 'Cochlear implants and cued speech', 'Educational inadequacy for deaf children']",Cochlear implants and cued speech,0.8297004699707031,"[0.8209829926490784, 0.7897315621376038, 0.8223755955696106, 0.8297004699707031, 0.8197712302207947]"
"i encourage everyone to read jennifer pozner's outstanding book on this subject, reality bites back. i also respectfully disagree with the comment just above. in my view, it is very important that strong criticisms are raised regarding everything that is sexist, misogynistic, racist, and otherwise problematic about any and every element of both mass culture and elite culture. saying ""... why don't we stop watching it?"" isn't enough.","['Reality Bites Back', 'Strong criticisms needed', 'Sexist and misogynistic issues', 'Problematic mass and elite culture', 'Go beyond passive viewing']",Reality Bites Back,0.8243438005447388,"[0.8243438005447388, 0.817554235458374, 0.8192667365074158, 0.817653238773346, 0.8174441456794739]"
"i expect randall gets paid plenty to say these things. i'd put it more bluntly. it is win-win for the oil companies. they privatize the profits and if something bad happens, at worst they pay a token amount -- the real cost will be borne by taxpayers and by irreversible damage to the environment. damn it feels good to be an oil man! (apologies to the geto boys)","[""Randall's compensation"", 'Oil company profits', 'Privatized profits', 'Taxpayer burden', 'Environmental damage']",Oil company profits,0.8225710391998291,"[0.7903954982757568, 0.8225710391998291, 0.7867359519004822, 0.8021169304847717, 0.8161581158638]"
"i fail to see how its possible that a derelict site replaced by a building that pays double to triple the existing taxes at the beginning of the 421-a abatement....and then escalates over the next 10 years to much, much more.....and continues to pay far higher real estate taxes forever once the abatement is expires.....doesn't benefit everyone. something is horribly wrong with this politically motivated mathematics. everyone is outraged by the 421-a program at 157 west 57th street and one could argue that its not fair that the ""rich people' are getting this tax break: the opponents and critics never mention that on a $50 million apartment sale over $1.4 million in transfer and mansion taxes are paid. if a building like this was not constructed, where exactly would the city generate these tax dollars from? what about this $ 1.4million in taxes collected from the sale alone doesn't benefit the public? what is government doing with the massive taxes they are collecting from these sales? every time a building is constructed it creates a huge amount of tax revenue and economic activity: why no mention of this? barika, please tell the full story.","['421-a abatement tax benefits', 'Increased tax revenue from new construction', 'High real estate taxes post-abatement', 'Opponents ignore mansion taxes', 'City tax revenue generation']",High real estate taxes post-abatement,0.8466887474060059,"[0.8186735510826111, 0.8263818025588989, 0.8466887474060059, 0.8230142593383789, 0.8097572922706604]"
i fear that any attack by the us will be in violation of the laws will leads like the libyan intervention to move on to regime change. there is never anything like limited interventions -- this is why i see this leading to a full scale ware in which we are on the side of al quaeda and will ensure the massacre of christians and alawites at the hands of al quaeda. ultimately any intervention will mean that we will be the means to increase the slaugher of all non-sunis and be no better than assad himself. we have people in authority like susan rice and samantha powers that will use any excuse no matter how flimsy to indulge in regime change. they don't care that the us is broke and we have lots of problems at home. they have their eyes fixed on getting rid of assad and they don't care about the us at all.,"['US attack violates laws', 'Libyan intervention precedent', 'Full-scale war with Al Qaeda', 'Massacre of Christians and Alawites', 'Regime change obsession']",Full-scale war with Al Qaeda,0.8313016891479492,"[0.8206599354743958, 0.8052653670310974, 0.8313016891479492, 0.8170280456542969, 0.8051861524581909]"
"i find it hard to believe that dr. roberts is a southerner; if he were he might realize how many of the arguments used to justify the need for illegal labor are so eerily similar to those that were used to justify our own peculiar institution 150  years ago. this does not make american agricultural interests any more evil than antebellum white southerns were; just shortsighted and maybe a little mule-headed, like southerners were and often still are. my advice to the american agriculture industry is to look down the road at how you will be viewed decades from now and get on the right side of history while you can.","['illegal labor arguments', 'peculiar institution comparison', 'shortsighted agricultural interests', 'American agriculture industry', 'right side of history']",American agriculture industry,0.8284005522727966,"[0.817989706993103, 0.8048714995384216, 0.8241416811943054, 0.8284005522727966, 0.807940661907196]"
"i find it interesting that every single one of the comments on ms. nessa's essay disagrees with her party-line justification for high bank fees, and sometimes quite strongly. studies have shown that every time someone picks up a pen to complain to a congressman or someone in authority, it represents four hundred people who feel the same but haven't made the effort. if nessa is reading these responses to her, she would do well to take them to heart and mention it in the next board meeting.","['High bank fees justification', 'Disagreement with essay', 'Public dissatisfaction with fees', 'Silent majority unrepresented', 'Nessa should address concerns']",High bank fees justification,0.8392814993858337,"[0.8392814993858337, 0.8018932938575745, 0.8372954726219177, 0.8085703253746033, 0.8312328457832336]"
"i find most restaurant food too salty. i know this not so much from the taste but the way my body reacts afterwards. i often wake up in the middle of the night with extreme dry mouth after eating out. since there are some people who should have little to no salt in their diets for health reasons, i'd prefer to see chefs go very lightly with the salt and then let people add salt if they wish.","['Restaurant food too salty', 'Dry mouth after eating out', 'Salt in diets', 'Chefs use less salt', 'Add salt at the table']",Restaurant food too salty,0.8620511889457703,"[0.8620511889457703, 0.8539248704910278, 0.8220643401145935, 0.8416798710823059, 0.8440079092979431]"
"i find the belief that children raised the asian way will turn out to be dull and uncreative a little hard to believe. this is just one huge ethnocentric stereotype we are producing to counter the chinese lady's ethnocentrism. in reality, the competence that asians drill into their children has translated into remarkable commercial and technical success, and they have longstanding traditions in the arts that are also not much less creative than the stuff coming out of the us. so let's drone on about our great creativity while the asians run circles around us.","['Asian parenting stereotypes', 'Ethnocentric stereotypes', 'Asian commercial success', 'Asian artistic traditions', 'US vs. Asian creativity']",US vs. Asian creativity,0.8453637957572937,"[0.8219138383865356, 0.7992857694625854, 0.8275347352027893, 0.8262641429901123, 0.8453637957572937]"
"i find the incessant ""looking down at the smartphone"" to be so annoying that i am about to ban the use of smartphones in my gastropub. it is my little way of encouraging people to interact with each other instead of with technology.","['Smartphone use annoyance', 'Gastropub smartphone ban', 'Encouraging interaction', 'Banning smartphones', 'Technology vs. interaction']",Technology vs. interaction,0.8535828590393066,"[0.8319606781005859, 0.8531218767166138, 0.8252182006835938, 0.8029179573059082, 0.8535828590393066]"
"i find this a stunning essay. the large banks were teetering on the edge of complete collapse just 5-6 years ago. and he's calling these same banks the best run businesses on the planet? well if i started a business and got huge federal bailouts when i was at risk of going out of business, i'd do really well too. in my view, the banks should have been allowed to fail for their reckless behavior.","['Stunning essay', 'Banks near collapse', 'Federal bailouts', 'Reckless bank behavior', 'Banks should have failed']",Federal bailouts,0.8402189612388611,"[0.826083779335022, 0.8204367160797119, 0.8402189612388611, 0.8255356550216675, 0.835638701915741]"
"i find this answer scaring to the utmost extent. i am a 33 year old mother, and had two absolutely perfectly normal pregnancies. i am very healthy. i delivered my two girls with the least interventions (no drugs or other interventions). every single thing the doctors did, i was asked first... except... my second daughter was entangled in her cord. the doctor immediately helped her out with vacuum. today, she has no lesions or side effects. i wonder and do not want to consider what would have happened in a home birth. overall, i found the providers extremely amenable and willing to do anything to accommodate for me (the mother)... except, when my baby's life was at stake, and they did what they could do provide a safe birth. exactly what i wanted.","['Safe hospital birth', 'Minimal interventions preferred', 'Cord entanglement emergency', 'Vacuum delivery successful', 'Positive provider experience']",Safe hospital birth,0.8167258501052856,"[0.8167258501052856, 0.8073899745941162, 0.7852126955986023, 0.7960096001625061, 0.8031622171401978]"
"i generally rest on the more progressive side of the political spectrum and believe that government has a role to play in keeping america the best country on earth. but reading many of the postings on these pages, i can see why so many of my fellow americans have come to loathe government and equate all government regulation with pure evil. i am appalled at the apologia for obesity expressed here. the idea that people who eat themselves into poor health should be some sort of protected class of americans blows my mind. government should only be used to protect people who are suffering through no fault of their own, not as a crutch for people who have abandoned any sense of personal responsibility. i hope liberals and progressives can wake up and realize that when you pass laws that protect such irresponsibility, you undermine any effort to restrain the real villains, like the corporate crooks that control america.","['Progressive political views', ""Government's role in America"", 'Critique of obesity apologia', 'Personal responsibility vs. government aid', 'Corporate control of America']",Personal responsibility vs. government aid,0.8387274146080017,"[0.7972362637519836, 0.8160062432289124, 0.8169297575950623, 0.8387274146080017, 0.8145433664321899]"
"i go online when i have either been given a new prescription or a diagnosis has been given. i have a pacemaker. my heart specialist gave me a full explanation and answered questions both before and after insertion. but i found a few sites that gave me information that was helpful, such as a little thing about sleeping on the side where the pacemaker was and how to do it comfortably. i have benign essential tremor. i've learned a vast amount about it from onsite articles, and the most helpful ones are those that give me pointers on how to deal with the increasing tremors over time. i like being able to access the internet about my health issues, and find i can talk with my doctors more intelligently and ask the right questions because i have used the internet.","['Online health information access', 'Pacemaker information', 'Benign essential tremor information', 'Improved doctor communication', 'Side sleeping tips']",Side sleeping tips,0.8183292746543884,"[0.8172714710235596, 0.7936744689941406, 0.8083174228668213, 0.8092526197433472, 0.8183292746543884]"
"i graduated from a ""seven sisters"" school in 1964 and just attended my 50th reunion. medical school afterward seemed an anti-intellectual experience and was demeaning towards the few women there. my professional years that followed were far from equal, and although about half of u.s. medical graduates these days are female, income gaps persist. we have a way to go before celebrating full equality. women make about 20% less than men, and are still mostly the ones directly responsible for child and elder care. we elected a black male president before a female one, and one sitting senator recently advised a female colleague ""not to lose too much weight."" since he liked his women curvy. ambitious women are still perceived as ""pushy,"" and continue having trouble with that glass ceiling. we talk too much at corporate meetings and also too little. aggressive and passive ... and isn't that a psychiatric diagnosis? no corner office for her! yes, i'd spend four years with smart women again in a heartbeat - an experience that prepared me for the real world.","['Seven Sisters education', 'Gender inequality medicine', 'Income gap persists', 'Glass ceiling effect', 'Ambitious women perceived negatively']",Income gap persists,0.8327059149742126,"[0.8145176768302917, 0.799957811832428, 0.8327059149742126, 0.8004637360572815, 0.823739230632782]"
"i grew up in europe and nowadays not one but two languages are required to get a college degree. in fact, to get a decent job. i understand we have multiple languages there but i would have never been able to find a job and do any international work without it. now that i live in the us and work at a multinational company, it would be even better to know more languages like spanish or french...so i applaud the colleges who recognize and require that.","['Bilingual college degrees', 'Multiple languages for jobs', 'International work benefits', 'Language skills for multinational companies', 'Spanish/French language value']",Multiple languages for jobs,0.8315516114234924,"[0.8216646313667297, 0.8315516114234924, 0.8126993775367737, 0.8314779996871948, 0.8055294156074524]"
"i had a rare, and very painful, rash over 10% of my body for about 2 years. it was misdiagnosed as a staph infection. loads of antibiotics and only minor relief. i spent hours on webmd and discovered i had a rash associated with celiac disease. told the my general physician and turns out i was right. no rash 10 days later.","['Widespread, painful rash', 'Misdiagnosed staph infection', 'Ineffective antibiotics', 'Celiac disease connection', 'Rash resolved after diagnosis']",Misdiagnosed staph infection,0.8435128331184387,"[0.8426203727722168, 0.8435128331184387, 0.8144111037254333, 0.8237511515617371, 0.8255416750907898]"
"i have 3 degrees and have done internships for at least 2 of them. they were a part of learning, of interacting and of responsibility. it never occurred to me that i was cheap labor. at each position my supervisor opened windows into the field. the insights i gained were used throughout my career.","['Multiple degrees', 'Internship experience', 'Professional learning', 'Career insights gained', 'Supervisory mentorship']",Career insights gained,0.8388569951057434,"[0.8109182119369507, 0.8141431212425232, 0.832023561000824, 0.8388569951057434, 0.8071717023849487]"
"i have a ph.d. in chemical engineering. according to other comments on this article, i have no use for a foreign language - yet i'm fluent in two and can get by in two more. it's enabled me to work easily with multinational contractors, to better understand supply chains and logistics in europe because i had to listen more closely when it wasn't presented in english, to be perceived as a good representative of the us - not as someone who insists on english only and someone who pretends that speaking english louder suddenly makes it comprehensible to non-english speakers. even if a person never achieves fluency, the ability to try to reach across the language gap is invauable as a life skill. i use it quite by accident/coincidence every time i visit new york.","['PhD chemical engineering', 'Fluent in multiple languages', 'Multinational contractor experience', 'Improved supply chain understanding', 'Valuable life skill']",PhD chemical engineering,0.8250486850738525,"[0.8250486850738525, 0.8051295876502991, 0.8096700310707092, 0.8166686296463013, 0.8131038546562195]"
"i have a diesel car, a vw jetta sportwagon, that i average 30 mph in the city and 44 - 50 mph on highway trips. diesel cars are 50% of the cars on the road in europe. they are available in the u.s. but the reason that the electric car is not likely to go anywhere in the next decade or two in this country will be the same reason that americans do not have 50% of their cars using clean diesel. the smart car has been in canada for sometime, but in canada it runs on a 3 cylinder diesel and gets over twice the mileage i get. but why isn't the diesel version of the smart car in the u.s.? the clean diesel smart cars of canada and my vw jetta both meet california emission standards. when the u.s. government can explain to the american public why we are so far behind europe technologically, then perhaps we will move to fuel efficient vehicles. electric cars in the u.s.a. will have the same fate as 8 track tapes and sony beta. go figure..","['Diesel car fuel efficiency', 'European diesel car prevalence', 'US electric car adoption', 'Clean diesel technology', 'Government regulation/public acceptance']",European diesel car prevalence,0.8181315660476685,"[0.8140017986297607, 0.8181315660476685, 0.8136261105537415, 0.804841935634613, 0.7891677618026733]"
"i have a son who has participated in diii cross country and track and field for the past four years. it has been a wonderful experience for him; he loves the competition and the team spirit, but everyone understands that academics comes first.","['DIII cross country', 'DIII track and field', 'wonderful experience', 'team spirit', 'academics first']",DIII cross country,0.839067280292511,"[0.839067280292511, 0.8377781510353088, 0.8275439739227295, 0.822514533996582, 0.8031784296035767]"
i have been angry for many years that most scientific breakthroughs are the result of federal funding but the us gov't and taxpayers are never patent holders. the system is crooked and rigged in favor of avaricious lawyers and their corporate clients (are there any other kind?).,"['Federal funding of science', 'Scientific breakthroughs', 'Lack of taxpayer patents', 'System rigged in favor of lawyers', 'Corporate clients benefit']",System rigged in favor of lawyers,0.8477290272712708,"[0.8396779894828796, 0.836418628692627, 0.8424405455589294, 0.8477290272712708, 0.8277207612991333]"
"i have been secular all of my adulthood. i was a kibbutznik. i am a labor zionist; i am not a religious zionist. when bailey smith was sbc president, he said ""god does not hear the prayer of a jew."" do you agree? do you admire jewish culture and judaism, or only israel for your own prophesies? what is your stance on jews for jesus - do you and your parishioners fund them? ""first, they believe god gave the holy land to the jews forever"" evangelicals fund the settlers and their politicians. they tell settlers the bible justifies stealing from arabs, and egg on settlers into violent clashes with arabs. the most recent was a near lynching in jerusalem, of an arab teenager. hagee, a closet anti-semite, has built west bank facilities for settlers only; arabs are not welcome. should we mistreat arabs in brooklyn, or just israel? should we expropriate property from arabs in brooklyn, or just israel? evangelicals support jewish only developments in israel. should there be christian only developments in the states? carter and obama try to be fair to both sides, and are excoriated for it.","['Secular kibbutznik, Labor Zionist', 'Anti-Semitic evangelical support for settlers', 'Evangelical funding of Jewish-only developments', 'Violence against Arabs justified by Evangelicals', 'Discrimination against Arabs in Israel and US']",Anti-Semitic evangelical support for settlers,0.8176992535591125,"[0.8151367902755737, 0.8176992535591125, 0.8154720067977905, 0.8141719102859497, 0.8027206659317017]"
"i have been successful at both obtaining tenure, academic prestige and children (late, admittedly). the advice i might offer aspiring young women is to find a younger man who is not particularly ambitious or career-focused and who loves kids and homelife. if you find such a man you can reap the same career benefits as your male colleagues who might marry a marriage-minded younger woman. if you want to be successful it is best to pass over the highly decorated, high maintenance males, unless you have decided that kids are not wanted. i also think success and power are attractive to both men and women and that a high status female can find younger partners relatively easily.","['Tenure and children', 'Younger, less ambitious partner', 'Career benefits for women', 'High-maintenance males avoided', 'Success attracts younger partners']",Success attracts younger partners,0.8328142762184143,"[0.7973906993865967, 0.8234286308288574, 0.8227275013923645, 0.8194155097007751, 0.8328142762184143]"
"i have been vegan for 29 years, and i am fitter and healthier than any body that i know, most of all the meat eaters. the article seems flawed at most completely inaccurate, to say that a meat eater is going to be heather is laughable, as most are over weight or obese, have higher cholesterol levels and a multitude of diseases related to high fat levels in their diets. in short it was the best thing i could had done at age 19.","['Vegan for 29 years', 'Improved health and fitness', ""Meat eaters' health issues"", 'High fat diet diseases', 'Best decision at 19']",Vegan for 29 years,0.8327169418334961,"[0.8327169418334961, 0.8204894661903381, 0.8269191980361938, 0.8273294568061829, 0.811328649520874]"
i have been waiting for so long for someone to ask me this question. the answer is yes. thanks to the sociologist for pointing out that simplifying his field and inserting a heavy dose of philosophical bias has done very little to further our understanding of human behavior.,"['long wait for question', 'answer is yes', 'simplifying sociology', 'philosophical bias', 'limited understanding']",philosophical bias,0.8336324691772461,"[0.8191015124320984, 0.8309555649757385, 0.8301923274993896, 0.8336324691772461, 0.8119480013847351]"
"i have bought organic food and have never noticed that it tasted any better than the non-organic variety. i just paid more for it. organic food is found in large supermarkets, whereas better food is found in local market with local produce. plus i never got sick from either one - more important is the country it comes from. i avoid anything from mexico. i just think organic food is over-hyped and over-priced. it is not worth the extra money.","['Organic food taste comparison', 'Price of organic food', 'Location of food sourcing', 'Food origin and safety', 'Organic food overhyped']",Price of organic food,0.8433890342712402,"[0.8231860995292664, 0.8433890342712402, 0.8236101865768433, 0.7912251949310303, 0.8392486572265625]"
"i have had many clients for the fifty years i was a psychotherapist and now that i am retired at 88 i still have friends who know that i love them and yet because of my faith do not approve of the lifestyle. the idea that christians hate gays is an example of those adding fuel to the fire. most of my intelligent and gifted gay friends agree with me that the gays has created more of the problem than they are willing to accept or change. gays want those of all religions and different persuasions of faith to feel, act, accept and welcome them when they in turn are not willing to act, accept and welcome those who do not agree with their life style. i believe a gay person can be a good catholic, as does the pope. i believe a gay can be a christian, as do most of my friends in the faith, but i can ask a gay to accept me as a sinner, imperfect and less than god wants me to be. i do not understand why a gay has to deny that the bible teaches that homosexuality is a sin. just accept that.","['Christians and gays', 'Gay lifestyle acceptance', 'Religious faith and homosexuality', ""Bible's teaching on homosexuality"", 'Gays creating problems']",Bible's teaching on homosexuality,0.8175281882286072,"[0.8071449995040894, 0.8031090497970581, 0.8130751848220825, 0.8175281882286072, 0.8125878572463989]"
